filename,transcription
common_voice_en_100431.mp3, She was jealous of the girl with polish on her nails and a handsome guy at her side.
common_voice_en_100432.mp3, What good will it do?
common_voice_en_100433.mp3, Why don't you shut up?
common_voice_en_100434.mp3, I use it to track my personal to-do list which is full of everything from boring  cause to exciting new things I want to try
common_voice_en_100435.mp3, Now give us 60 days on this
common_voice_en_100436.mp3, Carbon monoxide is a very dangerous gas.
common_voice_en_100437.mp3, And get me a pen.
common_voice_en_100438.mp3, Cause you know how politicians are.
common_voice_en_100439.mp3, These are not camels.
common_voice_en_10044.mp3, This is the moment I've been waiting for.
common_voice_en_100440.mp3, Golf stands for the letter G in the NATO phonetic alphabet.
common_voice_en_100441.mp3, She was waiting for her response.
common_voice_en_100442.mp3," That is an anti-lope, my son."
common_voice_en_100443.mp3, I cannot help but feel that this topic is hopelessly outdated.
common_voice_en_100444.mp3, She must have known Alex pretty well.
common_voice_en_100445.mp3, An LED was indicating the proximity detector was working properly.
common_voice_en_100446.mp3, The biological thread was contained.
common_voice_en_1004468.mp3, That is all I know
common_voice_en_1004469.mp3, Bye.
common_voice_en_100447.mp3, This is as far as the elevator goes.
common_voice_en_1004470.mp3," The combination of trumpets, violins and a drum set is quite unusual."
common_voice_en_1004471.mp3, How much do you want?
common_voice_en_1004472.mp3, The basketball bounced off his shield of titanium.
common_voice_en_1004473.mp3, He's an immigrant from Portugal.
common_voice_en_100448.mp3, All I say is spit them out.
common_voice_en_100449.mp3, They are called private and public key.
common_voice_en_10045.mp3, you've been in a fight
common_voice_en_100450.mp3, And the last one.
common_voice_en_100451.mp3, How do you suppose Ken got that gun?
common_voice_en_100452.mp3, The space quickly filled with people.
common_voice_en_100453.mp3, Team 4 vil mødes op til point B med Team 5.
common_voice_en_100454.mp3, They were spaced out in rows three feet apart.
common_voice_en_100455.mp3, A man doesn't get in a situation like this every day
common_voice_en_100456.mp3," If you don't stop following me, I will call the police."
common_voice_en_100457.mp3, You have no identity.
common_voice_en_100458.mp3, Where did you get it?
common_voice_en_100459.mp3," Jeg var denne op der, doing the farting."
common_voice_en_10046.mp3, I have the unsteady
common_voice_en_100460.mp3, I would hate to have that many pins stuck in me.
common_voice_en_100461.mp3, What's your status?
common_voice_en_100462.mp3, I have a warm feeling for my pair of dog walkers.
common_voice_en_100463.mp3, I don't know anything.
common_voice_en_100464.mp3," Night after night, Holly came back late from the office."
common_voice_en_100465.mp3, You've got lipstick all over your mouth.
common_voice_en_100466.mp3, one of the worst crooks in town
common_voice_en_100467.mp3, They can't use the Gina Doe clubs for politics.
common_voice_en_100468.mp3, It was papa that sends you flowers every day
common_voice_en_100469.mp3, Do you care if I sit down out here?
common_voice_en_10047.mp3, In some places the ground was covered with the salt of dried up lakes.
common_voice_en_100470.mp3, One of the world's biggest problem is the growth of human population.
common_voice_en_100471.mp3, The city's lights were stunning to behold.
common_voice_en_100472.mp3, Then who are you?
common_voice_en_100473.mp3, that's a lot of gold
common_voice_en_100474.mp3, Don't be an idiot.
common_voice_en_100475.mp3, The hedgehog was collecting brown leaves.
common_voice_en_100476.mp3, Where's the old goat?
common_voice_en_100477.mp3, Who is it from?
common_voice_en_100478.mp3, Why couldn't you just look at his feet?
common_voice_en_100479.mp3, The one you are blocking?
common_voice_en_10048.mp3," That baker, he said to himself, without completing the thought."
common_voice_en_100480.mp3, Which view would you like?
common_voice_en_100481.mp3, I think it's too overwhelming to introduce two complex tools that basically do the same things.
common_voice_en_100482.mp3, Been seeing me in your dreams?
common_voice_en_100483.mp3, We ate spicy rice with chicken legs and white mushrooms.
common_voice_en_100484.mp3, What was the reason for the increase?
common_voice_en_100485.mp3," A couple years later I watched a great talk by Tevis Rad, using Python to code by voice."
common_voice_en_100486.mp3, Our new AI can dynamically adapt the balance of the gameplay.
common_voice_en_100487.mp3, Your wife was wanted by the University of Florida.
common_voice_en_100488.mp3, She supports a mother and two kids.
common_voice_en_100489.mp3, You said it to me too.
common_voice_en_10049.mp3, But in his heart he knew that it did matter.
common_voice_en_100490.mp3, Just finished working.
common_voice_en_100491.mp3, Hvorfor var jeg i Australien og i Diapas?
common_voice_en_100492.mp3, Albert didn't have a brother?
common_voice_en_100493.mp3, Just things like that.
common_voice_en_100494.mp3, She can't get away.
common_voice_en_100495.mp3, They inspected the menu at the restaurant.
common_voice_en_100496.mp3, The baby definitely has the sniffles.
common_voice_en_100497.mp3," The pre-packaged binaries are several years out of date, so I recommend cloning their  git repository."
common_voice_en_100498.mp3, Know what my old man did when I joined up?
common_voice_en_1005.mp3, سدام دوستان از از از
common_voice_en_10050.mp3," Finally, after hours of waiting, the God-bade-the-boy enters."
common_voice_en_100500.mp3, It's a terrible reflection on our city.
common_voice_en_100501.mp3, She got the Congressional Medal of Honor.
common_voice_en_100502.mp3, The computer artist waited for the latest image to render.
common_voice_en_100503.mp3, The woman in the red dress is stunning.
common_voice_en_100504.mp3, This text aims to include a diverse set of vocabulary.
common_voice_en_100505.mp3, What are they gonna think about you?
common_voice_en_100507.mp3, you're shaking the house down
common_voice_en_100508.mp3, I can see a smiling face in the clouds.
common_voice_en_100509.mp3, You like the depletion one with the diamonds?
common_voice_en_10051.mp3," Mostly, just the hearts of those who are trying to realize their destinies."
common_voice_en_100510.mp3, My name is Tebra.
common_voice_en_100511.mp3, well I should think it was some
common_voice_en_100512.mp3, Davion is an operating system which is free as in freedom.
common_voice_en_100513.mp3, And the nightgown had changed into a beautiful weddinggown.
common_voice_en_100514.mp3, The one we pick has got to be the typical average person.
common_voice_en_100515.mp3, I was just asking
common_voice_en_100516.mp3, I don't want a better one later!
common_voice_en_100517.mp3, I give my hands a chance to heal from RSI repetitive straining injury on the weekends.
common_voice_en_100518.mp3, I'm in a good mood right now.
common_voice_en_100519.mp3, I felt a chill down my spine.
common_voice_en_100520.mp3," Unlike voice code, which is a complete solution, Dragonfly is just an improved Python API to Dragon."
common_voice_en_100521.mp3, There's an artist on campus who makes some really cool drawings.
common_voice_en_100522.mp3, I would appreciate if you could create a cool side table.
common_voice_en_100523.mp3, I told you you can't use your column anymore.
common_voice_en_100524.mp3, In a little while
common_voice_en_100525.mp3, She thought it might be a cheap copy but she didn't want to know.
common_voice_en_100526.mp3, The brake fluid was leaked out into the pad.
common_voice_en_100527.mp3, I need some coffee.
common_voice_en_100528.mp3, I know how they feel.
common_voice_en_100529.mp3, I'll do anything you say.
common_voice_en_100530.mp3, I don't want any part of this thing.
common_voice_en_100531.mp3," Those men are all got chicks, don't be fooled."
common_voice_en_100532.mp3," Christmas Eve at night, at night, we at night."
common_voice_en_100533.mp3, everyone gets cold and you know we've been waiting for you
common_voice_en_100534.mp3, Ogilvy told him everything that he would see.  Oh shi-
common_voice_en_100535.mp3, You
common_voice_en_100536.mp3, Oh
common_voice_en_100537.mp3, Can you carry this task?
common_voice_en_100538.mp3," When you start to eat like this, something is the matter."
common_voice_en_100539.mp3, And so will you.
common_voice_en_10054.mp3, It was difficult not to think about what he had left behind.
common_voice_en_100540.mp3, Same way you did.
common_voice_en_100541.mp3," Jesus, I'm really happy."
common_voice_en_100542.mp3, This is virtual lesson content.
common_voice_en_100543.mp3, ᗏᗜᗜᗜᗜᗜᗜᗜᗜᗜ
common_voice_en_100544.mp3,
common_voice_en_100545.mp3,
common_voice_en_100546.mp3, I told him that she was there to see her brother.
common_voice_en_100547.mp3, Each pen is shown like new.
common_voice_en_100548.mp3, Galileo Galilei was the first man who observes the planet Neptune through his telescope.
common_voice_en_100549.mp3," Coming home, a party of tourists past us singing and playing music."
common_voice_en_100550.mp3," They looked for the fallen mass, but found nothing."
common_voice_en_100551.mp3, The turf and gravel around it seem charred as if by a sudden explosion.
common_voice_en_100552.mp3, A large piece suddenly came off and fell with a loud and sharp noise.
common_voice_en_100553.mp3, The newspaper articles had prepared everyone for the reception of the idea.
common_voice_en_100554.mp3," Before guns are invented, armies had to throw bullets at each other, and if a bullet touched you, you had to sit out until the next war."
common_voice_en_100555.mp3, Most meteorites are more or less rounded.
common_voice_en_100556.mp3, I had a peculiar humming sound from the pit.
common_voice_en_100557.mp3, The burning fire had been extinguished.
common_voice_en_100558.mp3," Don't give in to your fears, said the alchemist in a strangely gentle voice."
common_voice_en_100559.mp3," What is love, the desert asked."
common_voice_en_10056.mp3, It was the pure language of the world.
common_voice_en_100560.mp3, I was wondering if you could tell me a bit more about what it's like to live and work there.
common_voice_en_100561.mp3, The next day the boy returned to the well hoping to see the girl.
common_voice_en_100562.mp3, The boys' heart began to speak of fear.
common_voice_en_10056232.mp3, Better late thrive than never do well.
common_voice_en_10056233.mp3, The gloss on top made it unfit to read.
common_voice_en_10056234.mp3, The music played on while they talked.
common_voice_en_10056235.mp3, You are quite right.
common_voice_en_10056236.mp3, Do that with a wooden stick.
common_voice_en_10056237.mp3," Wow, look how deep this canyon is."
common_voice_en_100563.mp3, His new friend pushed the owner aside and pulled the boy outside with him.
common_voice_en_100564.mp3, The Shepard said nothing.
common_voice_en_100565.mp3," We could get to the Pyramids by tomorrow, said the other, taking the money."
common_voice_en_100566.mp3, In those days very few of the people had any idea about astronomy.
common_voice_en_100567.mp3, Not until the moon was high did the Artemis ride into view.
common_voice_en_10056750.mp3, The internal doors of the house would need to be replaced because they were very ugly.
common_voice_en_10056751.mp3, The grass is always greener on the other side of the fence.
common_voice_en_10056752.mp3, What on earth are you rambling about?
common_voice_en_100568.mp3," That's the magic of omens, said the boy."
common_voice_en_100569.mp3, It was such a gradual movement that he found it only by noticing the dots.
common_voice_en_10057.mp3, The old man wore a breastplate of heavy gold covered with precious stones.
common_voice_en_100570.mp3, And this is what your son said the angel told the man
common_voice_en_100571.mp3, Why do they make things so complicated? He asked the Englishman one night.
common_voice_en_100572.mp3, Throughout the entire day we will be on the lookout for our enemies.
common_voice_en_100573.mp3, It's not a battle of good against evil.
common_voice_en_100574.mp3," When I'm eating, that's all I think about."
common_voice_en_100575.mp3, The boy was becoming nervous.
common_voice_en_10057618.mp3, Of course we do.
common_voice_en_10057619.mp3," Hej, luck, a flying pig!"
common_voice_en_100577.mp3, The old man looked disappointed.
common_voice_en_100578.mp3," She keeps saying that she has no regrets about moving back home, but I'm not sure if it's entirely true."
common_voice_en_100579.mp3," Among these people were a couple of cyclists, Gardner, I employed sometimes, and a girl carrying a baby."
common_voice_en_10058.mp3, And that's where the power of love comes in.
common_voice_en_100580.mp3," It was as if it quivered, but really this was the telescope vibrating."
common_voice_en_100581.mp3," Let's, the elk must answer."
common_voice_en_100582.mp3, We'll make a mystery out of him.
common_voice_en_100584.mp3, And modicons are familiar to everyone nowadays.
common_voice_en_100585.mp3, Then came a war.
common_voice_en_100586.mp3, He had to spit some tobacco out of his mouth.
common_voice_en_100587.mp3, They're not my children.
common_voice_en_100588.mp3, He proposed a solution.
common_voice_en_100589.mp3, Can you see what is beyond the golden birches?
common_voice_en_10059.mp3," He dressed in his Arabian clothing of white linen, bought especially for this day."
common_voice_en_100590.mp3, Lighthouse is in a foggy world.
common_voice_en_100591.mp3, The first baseman dropped the ball.
common_voice_en_100592.mp3, Grandpa is always so calm and collected.
common_voice_en_100593.mp3," They walked in from the rain, all disheveled and steaming."
common_voice_en_100594.mp3, That's what I'd like to know.
common_voice_en_100595.mp3, You're worth your weight in gold.
common_voice_en_100596.mp3, A predator drone equipped with multiple cruise missiles lifted off.
common_voice_en_100597.mp3, The drawer was stuck closed.
common_voice_en_100598.mp3, We've got to get bail.
common_voice_en_100599.mp3, Ask the Mastermind.
common_voice_en_1006.mp3," As soon as he saw me among the crowd, he called to me to calm down."
common_voice_en_10060.mp3," The omens will begin insistently to speak of it, and you'll try to ignore them."
common_voice_en_100600.mp3, It was Linda Keller.
common_voice_en_100602.mp3, I'm in a drugstore.
common_voice_en_100603.mp3, I think it's plenty terrific.
common_voice_en_100604.mp3, What have you got to report?
common_voice_en_100605.mp3, Maybe he'll give us one.
common_voice_en_100606.mp3, I guess they just can't help it.
common_voice_en_100607.mp3, Did you know that Kevin Marcus is back from school?
common_voice_en_100608.mp3, Don't you like her?
common_voice_en_100609.mp3, There might be secret messages in this text.
common_voice_en_10061.mp3, It may be the gases of the firing that cause the Martians inconvenience.
common_voice_en_100610.mp3, Then I take it there are no objections.
common_voice_en_100611.mp3, Might as well be living in a refrigerator.
common_voice_en_100612.mp3, The poem was great.
common_voice_en_100613.mp3, You can do that to me.
common_voice_en_100614.mp3, What's your first name?
common_voice_en_100615.mp3, I'm glad your gentlemen are here.
common_voice_en_100616.mp3, Feller runs the February months.
common_voice_en_100617.mp3, He says it's the chance of a lifetime.
common_voice_en_100618.mp3, under the inquisition
common_voice_en_100619.mp3, oh that will be fun
common_voice_en_10062.mp3, Mä oon tehnyt tekemään tekemään puolesta.
common_voice_en_100620.mp3, There is no lock but a golden key will open it.
common_voice_en_100621.mp3, The end of the cylinder was still as Ogilvy and Henderson had left it.
common_voice_en_100622.mp3, A large portion of the cylinder had been uncovered.
common_voice_en_100624.mp3, The first rule of Don't Fight Club is let's talk about it.
common_voice_en_100625.mp3, Ogilvy told him everything that he had seen.
common_voice_en_100626.mp3, Some storms are worth the wreckage.
common_voice_en_100627.mp3, He approached the mass and was surprised at the size and the shape.
common_voice_en_100628.mp3, The crowd swayed a little as her elbow came away through.
common_voice_en_100629.mp3, I thought about the difficulties and translation that might arise.
common_voice_en_100630.mp3, There were lights in the upper windows of the houses when the people went to bed.
common_voice_en_100631.mp3, The newspaper articles had prepared everyone for the reception of the idea.
common_voice_en_100632.mp3, I was disappointed at this inanimate bulk.
common_voice_en_100633.mp3, It left a greenish streak that glowed for some seconds.
common_voice_en_100634.mp3, I know you're unhappy.
common_voice_en_100635.mp3, The only shadow was that of the few scattered pine trees.
common_voice_en_100636.mp3, He got up early with the idea of finding it.
common_voice_en_100637.mp3, I've watched you grow up from a little boy.
common_voice_en_100638.mp3," He looked like an Arab, which was not unusual in those parts."
common_voice_en_100639.mp3," That day, he didn't make a cast."
common_voice_en_100640.mp3," From atop its walls, one can catch a glimpse of Africa."
common_voice_en_100641.mp3, It was dropping off in flakes and raining down on the sand.
common_voice_en_100642.mp3," I don't know how to find life in the desert, the boy said."
common_voice_en_100643.mp3," Of course, the two were unable to do anything."
common_voice_en_100644.mp3, I am following my destiny.
common_voice_en_100645.mp3, It was there that the wise man lived.
common_voice_en_100646.mp3, The men climbed the hill and they were tired when they reached the top.
common_voice_en_100647.mp3," Those gypsies are really smart, he thought."
common_voice_en_100648.mp3, Mary told me that she got to meet up with you while she was back in San Francisco.
common_voice_en_100649.mp3, that baker he said to himself without completing the thought
common_voice_en_10065.mp3, Silloin G is always play in that formation.
common_voice_en_100650.mp3," I understand sheep. They're no longer a problem, and they can be good friends."
common_voice_en_100651.mp3," I'd like to buy a display case for the crystal,"" the boy said to the merchant."
common_voice_en_100652.mp3, Maybe she didn't even remember him.
common_voice_en_100653.mp3, The caravan would be very lucky to reach the oasis.
common_voice_en_100654.mp3, The boy had never even noticed that there was a hole in his pouch.
common_voice_en_100655.mp3, But you don't know about love.
common_voice_en_100656.mp3, But only speak a word and my servant will be healed.
common_voice_en_100657.mp3," He wanted to say so to the alchemist, but he was afraid of the man."
common_voice_en_100658.mp3, You will never be able to escape from your heart.
common_voice_en_100659.mp3, He started to read the book he had bought.
common_voice_en_10066.mp3, The eye we cleaned up the building and wrapped itself around the chimney.
common_voice_en_100660.mp3, But Fatima's hands held to the handles of her job.
common_voice_en_100661.mp3," When the lead had become liquid, the alchemist took from his pouch the strange yellow egg."
common_voice_en_100662.mp3, Exactly answered the alchemist.
common_voice_en_100663.mp3, The Emeralds Tablet is a direct passage to the soul of the world.
common_voice_en_100664.mp3, The boy was getting irritated.
common_voice_en_100665.mp3, You could always become a crystal salesman again.
common_voice_en_100666.mp3, The boy didn't want to talk about the pyramids.
common_voice_en_100667.mp3, and continue to pay heed to the almonds.
common_voice_en_100668.mp3, It's new of the boys' talk with the desert because the winds know everything.
common_voice_en_100669.mp3, This wasn't a strange place. It was a new one.
common_voice_en_10067.mp3," Olen tullut niin paljon, että olet jokainen."
common_voice_en_100670.mp3, Then he took from his knapsack a bottle of wine and drank some.
common_voice_en_100672.mp3, The boy smiled to himself.
common_voice_en_100673.mp3," Then, taking his sheep, he walked away."
common_voice_en_100674.mp3," It is I, the boy answered."
common_voice_en_100675.mp3, He was older and was carrying a small bucket.
common_voice_en_100676.mp3," When I had my sheep, I was happy, and I made those around me happy."
common_voice_en_100677.mp3, The boy didn't say anything.
common_voice_en_100678.mp3, He noticed the unequal cooling of its surface.
common_voice_en_100679.mp3," Even from a distance, their eyes conveyed the strength of their souls."
common_voice_en_10068.mp3, Should I learn to sing?
common_voice_en_100680.mp3, because the crystal was dirty
common_voice_en_100681.mp3, He wanted to forget about the vision and return to his meditation.
common_voice_en_100682.mp3, They called that discovery the master work.  It was part liquid and part solid.
common_voice_en_100683.mp3, The old man said nothing.
common_voice_en_100684.mp3," You can get around very easily by train, which is a very relaxing and affordable way to travel."
common_voice_en_100685.mp3," The thief wasn't there, and the owner brought him a cup of tea."
common_voice_en_100686.mp3," As he sat there, thinking, he sensed movement above him."
common_voice_en_100687.mp3, He spent the entire morning observing the infrequent comings and goings in the street.
common_voice_en_100688.mp3," The boy offered his bottle, hoping that the old man would leave him alone."
common_voice_en_100689.mp3," I'm going with you, the boy said."
common_voice_en_10069.mp3, Do you dentalize?
common_voice_en_100690.mp3, Absolutely despicable that gingerbread men are forced to live in houses made of their own flesh.
common_voice_en_100691.mp3, It was my fear of failure that first kept me from attempting the masterwork.
common_voice_en_100692.mp3," Don't be impatient, he repeated to himself."
common_voice_en_100693.mp3, The boy was embarrassed and confessed that he had observed nothing.
common_voice_en_100694.mp3, The burning fire had been extinguished.
common_voice_en_100695.mp3, Strange images passed through my mind.
common_voice_en_100696.mp3," A long note was sounded on a bugle, and everyone mounted up."
common_voice_en_100698.mp3," So the wind blew with all its strength, and the sky was filled with sand."
common_voice_en_100699.mp3, Not even the tribal chieftains are able to see him when they want to.
common_voice_en_1007.mp3, It's extremely suspicious that there's no information about brains that didn't come from a brain.
common_voice_en_10070.mp3," Se usein liittyvät kettelbälsä, nyt se jatkuu."
common_voice_en_100700.mp3, I looked at the cylinder again and it was completely terrified.
common_voice_en_100701.mp3, The boy went to look for the Englishman.
common_voice_en_100702.mp3, It was no more exciting than an overturned carriage or a tree blown across the road.
common_voice_en_100703.mp3, Who is this man?
common_voice_en_100704.mp3, please look up the song twist of shadows
common_voice_en_100705.mp3, I think somebody stole one of his crown jewels.
common_voice_en_100706.mp3," The Everlasting Jew, The Wondering Jew."
common_voice_en_100707.mp3, Arnold presented a chart showing how many storks he had counted in the past 10 years.
common_voice_en_100708.mp3, Old work and no play makes Jack a dull boy.
common_voice_en_100709.mp3, Machine gun fire awoke the fugitives and sent them into a frenzy.
common_voice_en_10071.mp3, In a little while
common_voice_en_100710.mp3, In firm of purpose.
common_voice_en_100711.mp3, I want to hear the album live in Munich by Laura Love.
common_voice_en_100712.mp3, Our influence on their monopoly is tiny.
common_voice_en_100713.mp3, Seems like yesterday to me
common_voice_en_100714.mp3," With that new haircut, you look ridiculous."
common_voice_en_100715.mp3, I won't get my wings with that attitude.
common_voice_en_100716.mp3, What did your family have to say about it?
common_voice_en_100717.mp3," I won't be able to meet you for lunch today, sorry."
common_voice_en_100718.mp3, The birthday party was a surprise.
common_voice_en_100719.mp3, What's all this horseplay about?
common_voice_en_10072.mp3, Onneksi järjestelmät tarvitsevat meidän helposti.
common_voice_en_100720.mp3, There are two challenges.
common_voice_en_100721.mp3, Don't underestimate the power of boredom.
common_voice_en_100722.mp3, A dash of pepper spoils beef stew.
common_voice_en_100723.mp3, Is that okay?
common_voice_en_100724.mp3," Add a tune to my playlist, Guest List Polygon."
common_voice_en_100725.mp3, The kitten mewed relentlessly at the top of the stairs.
common_voice_en_100726.mp3, What's the matter?
common_voice_en_100727.mp3, Whittings are small fish caught in nets.
common_voice_en_100728.mp3, You've put one administration out and another in.
common_voice_en_100729.mp3, Can you find me the shockwave picture?
common_voice_en_10073.mp3, I'll always remember it.
common_voice_en_100730.mp3, Give this book 5 out of 6 points.
common_voice_en_100731.mp3, Mr. Robinson will be on time.
common_voice_en_100732.mp3, The bombs left most of the town in ruins.
common_voice_en_100733.mp3, This strong arm shall shield your honor.
common_voice_en_100734.mp3," Get down, quick!"
common_voice_en_100735.mp3, you've been in a fight
common_voice_en_100736.mp3, He was excited and at the same time uneasy. Maybe the girl had already forgotten him.
common_voice_en_100737.mp3, Sometimes it's better to be with a sheep who don't say anything.
common_voice_en_100738.mp3," The boy swore that, every time he heard the alarm, he would heed its message."
common_voice_en_100739.mp3, The faces were hidden behind blue veils with only the eyes showing.
common_voice_en_10074.mp3, Hän ei sanoi minulle tämän vuoksi.
common_voice_en_100740.mp3, He must be disguised to avoid encounters with thieves.
common_voice_en_100741.mp3, He took his money from his pouch and showed it to the young man.
common_voice_en_100742.mp3, The end of the cylinder was still as Ogilvy and Henderson had left it.
common_voice_en_100743.mp3, It was just that he couldn't grasp what it meant.
common_voice_en_100744.mp3," Ond ydy'n gweithio'r ddau o'r ddau o'r cyffredinol, yn ymdweithio'r cyffredinol."
common_voice_en_100745.mp3," He lives at the Al Phaeum Oasis, his friend had said."
common_voice_en_100746.mp3," But if you can, try to make your own decisions."
common_voice_en_100747.mp3, The alchemist followed as the boys horse ran for almost half an hour.
common_voice_en_100748.mp3, and finally the falcon returned with their meal.
common_voice_en_100749.mp3, I told him that was what I had come here to learn.
common_voice_en_10075.mp3, It was flowering beautifully.
common_voice_en_100750.mp3," As he was leaving, he saw in the corner of the room his old shepherd's pouch."
common_voice_en_100751.mp3," Yes, it was a little too large for assurance."
common_voice_en_100752.mp3, From then on he would make his own decisions.
common_voice_en_100753.mp3, you are wise because you observe everything from a distance the boy said
common_voice_en_10075383.mp3," Even the weak, when united, become powerful."
common_voice_en_10075384.mp3, What do you mean to do?
common_voice_en_10075385.mp3, How long have I been here?
common_voice_en_10075386.mp3, What to mind to do?
common_voice_en_10075388.mp3, I am sorry for it.
common_voice_en_10075389.mp3, Solveying system of arranging the scale of music by the names of Dore Mi Fa Sol La Si  a voice exercise.
common_voice_en_10075390.mp3, It looks like Lena left her jacket.
common_voice_en_10075391.mp3," I'm okay, if you're okay about it."
common_voice_en_10075392.mp3," Damage suffered makes you knowing, but seldom rich."
common_voice_en_10075393.mp3, Uranium and plutonium are radioactive.
common_voice_en_100754.mp3, The boy leapt as well but away from the alchemist.
common_voice_en_100755.mp3, The sun was setting when the boy's heart sounded a danger signal.
common_voice_en_100756.mp3," There's gold here, he said."
common_voice_en_100757.mp3, The only shadow was that of the few scattered pine trees.
common_voice_en_100758.mp3, The top of the cylinder was rotating on its body.
common_voice_en_100759.mp3," When the Simun ceased to blow, everyone looked to the place where the boy had been."
common_voice_en_10076.mp3, Here's the man the ads are written for.
common_voice_en_100761.mp3, He stood a resolute for a moment and then scrambled out of the pit.
common_voice_en_100762.mp3," Looking through the telescope, I saw a circle of deep blue in the little round planet."
common_voice_en_100763.mp3, No one seems to have thought about it that night.
common_voice_en_100764.mp3, You should evaluate it in a perceptual experiment.
common_voice_en_100765.mp3, You've resented me from the first moment you saw me.
common_voice_en_100767.mp3, She loves to get up early.
common_voice_en_100768.mp3, I die for either of you.
common_voice_en_100769.mp3, I hate to think what he'll say.
common_voice_en_10077.mp3, The whole town's gone crazy.
common_voice_en_100770.mp3, I imagine this will be a surprise to some people.
common_voice_en_100771.mp3, You should read the new book Mark Twain's writing now.
common_voice_en_100772.mp3," And I say, maybe you both have it."
common_voice_en_100773.mp3, Don't you know me?
common_voice_en_100774.mp3, I'm not afraid of anything.
common_voice_en_100775.mp3, The sticker was peeling from the item.
common_voice_en_100776.mp3, It gives you an idea of the season.
common_voice_en_100777.mp3, That song reminds me of my childhood.
common_voice_en_100778.mp3," I'm already imagining myself at a cafe somewhere far away, scribbling away and daydreaming about the past."
common_voice_en_100779.mp3, That isn't what I got married for.
common_voice_en_10078.mp3, I end seeing him for a week
common_voice_en_100780.mp3, This Samantha Tommy movement cost you a fortune.
common_voice_en_100781.mp3, Do you know him?
common_voice_en_100782.mp3, it's Candice now on long distance from Washington
common_voice_en_100783.mp3, How am I going to live until the bank opens?
common_voice_en_100784.mp3, You can't say that about my father.
common_voice_en_100785.mp3, Have you got my dough?
common_voice_en_100786.mp3, Μπορεί να είχε λάθει.
common_voice_en_100787.mp3, heads popping back behind doors
common_voice_en_100788.mp3," The night was warm, and I was thirsty."
common_voice_en_100789.mp3, But I found it difficult to work because of the investigations.
common_voice_en_10079.mp3, I beg of you not to do this thing.
common_voice_en_100790.mp3, I need you to be spontaneous. He asked me out to dinden
common_voice_en_100791.mp3, They shouted consolation and promises and went off back to the town again to get help.
common_voice_en_100792.mp3, He was immensely excited at the news.
common_voice_en_100793.mp3, I am going to get them.
common_voice_en_100794.mp3, To be continued.
common_voice_en_100795.mp3, I've got to get started on my interview.
common_voice_en_100796.mp3, Have you got that money?
common_voice_en_100797.mp3," Words are, in my not-so-humble opinion, almost inexhaustible source of magic."
common_voice_en_100799.mp3, I was terribly worried.
common_voice_en_1008.mp3, I just don't trust anyone who says they've never had hamburger helper.
common_voice_en_10080.mp3, Minulla oli 5 000 bug suhut.
common_voice_en_100800.mp3, Colin Will-Evano
common_voice_en_100802.mp3, She spent almost the whole night finishing her thesis.
common_voice_en_100803.mp3, I don't think it's very ethical reading other people's stuff.
common_voice_en_100804.mp3, I've suddenly become quite important.
common_voice_en_100806.mp3, It's a pity most people do not know what gifts they're good for.
common_voice_en_100807.mp3, As nice as Blake's.
common_voice_en_100808.mp3, Embedded scripts for external sources can harm the user's privacy.
common_voice_en_100809.mp3, That's got nothing to do with it.
common_voice_en_10081.mp3, Täällä on majo ja pulmalla ympäristöä.
common_voice_en_100810.mp3, Who is over and what did he do?
common_voice_en_100811.mp3, අලෙීු ඩීමා එප්හ තාවණුස්දින න්යින්න්න් ඔවළීවේය එශ්වුසිටියිකයික්නියෝාින්ව්යාවීභිහේ්න්වීන්වින්න්වෙල්වේය්න්වවෙතයෝහැකිමතයය�
common_voice_en_100812.mp3, She tried to stop the bleeding of her thighs with a tissue.
common_voice_en_100813.mp3, But you were a little girl.
common_voice_en_100814.mp3, A touch of colic.
common_voice_en_100815.mp3, With his troll post he provoked the hackers to do penetration testing for him.
common_voice_en_100816.mp3, The visual acuity is astonishing.
common_voice_en_100817.mp3," If my stepfather sold this old sculptor, he'd probably become a millionaire."
common_voice_en_100818.mp3, But the land was ruined and I had to find some other way to earn a living.
common_voice_en_100819.mp3, The old man gave the signal and everyone stood.
common_voice_en_10082.mp3, Prokrastination on suurin problemi in the 21st century.
common_voice_en_100820.mp3, The alchemist removed the pan from the fire and set it aside to cool.
common_voice_en_100821.mp3, Who wants to see liver pills?
common_voice_en_100822.mp3, You can get them for me
common_voice_en_100823.mp3, I wired her that I wasn't coming.
common_voice_en_100824.mp3, Do you have any secret hiding place here in the house?
common_voice_en_100825.mp3, I am through listening to you.
common_voice_en_100826.mp3, I changed my mind.
common_voice_en_100827.mp3, You're not going anywhere.
common_voice_en_100828.mp3, I didn't hear it.
common_voice_en_100829.mp3, Have you ever tried?
common_voice_en_10083.mp3," En tiedä, kuinka paikalla katsotaan sitä."
common_voice_en_100830.mp3," For at that time, it had not so close to him that it might be hollow."
common_voice_en_100831.mp3, He approached the mast and was surprised at the size and shape.
common_voice_en_100832.mp3," Among these people were a couple of cyclists, a gardener and employees in times and a giocare and a baby."
common_voice_en_100833.mp3, He was immensely excited at the news.
common_voice_en_100834.mp3, There was a raised voice and some thought of struggle appeared to be going on.
common_voice_en_100835.mp3, I thought the unscrewing might be automatic.
common_voice_en_100836.mp3," I'm afraid that if my dream is realized, I'll have no reason to go on living."
